SEA Analysis Data Result,,,,,,,,,,,,,,,,,,,,,,,,,,,
File:,20 11 2015 15-55-34.accdb,,,,,,,,,,,,,,,,,,,,,,,,,,
Method:,90C,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample:,5000 rpm energy with dummy area,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Mass (mg):,7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,
n/nm,Solvent Name,Unit,En. (Stz Max),En. (Stz Com),En. (Pol Max),En. (Pol Com),Interpolated Retention Volume (Max),Interpolated Retention Volume (Com),Column Temperature [Kelvin],,,,,,,,,,,,,,,,,,
17,injection15,NONANE,56176,7,0.4,0.246027624,363.1570572,79.05780792,9.997499943,12488.48318,31235.60936,0.769733,1.161795859,1.509349163,1388.201385,2095.280598,0.434833,784.2144909,0.822704626,1483.73488,1.742814004,0.034626326,0.065513056,0.058420996,0.000408947,0.068517637,0.158226772
18,injection16,OCTANE,407,12,0.0075,0.004962315,363.1541885,78.22802353,9.997499943,266.9066984,225.3758483,1.1946,1.564376489,1.309540004,2155.57875,2822.816604,0.8597,1551.273272,1.225285255,2210.948315,0.012997733,0.068495697,0.097623319,0.001290559,9.03E-06,0.000890289,0.001268882
19,injection17,OCTANE,541,12,0.01,0.006830083,363.1535133,79.22948074,9.994999886,367.6033756,323.3174168,1.1563,1.523686869,1.317726255,2084.59626,2746.927223,0.8214,1480.833147,1.184595635,2135.608087,0.018638872,0.06538557,0.094296884,0.001776313,1.24E-05,0.001259138,0.001800824
20,injection18,OCTANE,1065,10,0.02,0.013265592,363.1527313,79.25810242,9.984999657,715.5461718,704.8802133,1.042983,1.408785721,1.350727405,1878.38654,2537.188176,0.708083,1275.239938,1.069694487,1926.493266,0.040586636,0.056307809,0.08506369,0.003450009,2.42E-05,0.002494968,0.003667781
21,injection19,OCTANE,1572,10,0.03,0.021725096,363.1542763,79.58714676,10,1175.243193,1321.107264,0.93635,1.283409796,1.370651782,1688.525374,2314.380313,0.60145,1084.598266,0.944318563,1702.895129,0.075735391,0.047889883,0.075190466,0.005650089,3.96E-05,0.004178238,0.006310633
22,injection20,OCTANE,2539,8,0.05,0.034844953,363.1518196,79.73021317,9.994999886,1893.404241,2565.922785,0.784767,1.138686683,1.450986959,1414.327216,2052.170347,0.449867,810.7618462,0.799595449,1441.051427,0.146515699,0.035799018,0.063629322,0.009062197,6.34E-05,0.006712104,0.010814336
23,injection21,OCTANE,3445,7,0.07,0.049952236,363.1520332,80.01634216,9.992499828,2728.188568,4525.258922,0.67145,1.020430287,1.519741286,1209.579257,1838.247536,0.33655,606.2758195,0.681339053,1227.393827,0.257144161,0.026769965,0.054195283,0.012991179,9.09E-05,0.009673624,0.016809877
24,injection22,OCTANE,4296,6,0.09,0.061714586,363.1517166,79.78743744,9.989999771,3383.922173,6593.994034,0.61145,0.950421661,1.554373475,1101.378646,1711.953754,0.27655,498.1376477,0.611330427,1101.163266,0.373316644,0.021995169,0.048621645,0.016050237,0.000112352,0.012228857,0.022458374
25,injection23,OCTANE,4702,5,0.1,0.069056731,363.1499313,79.77313232,9.994999886,3795.78841,8125.021357,0.583133,0.916630835,1.571906984,1050.902701,1651.921295,0.248233,447.3571726,0.577539601,1040.822466,0.458640674,0.019753064,0.045957535,0.017959723,0.000125718,0.013914268,0.026379656
26,injection24,OCTANE,5850,4,0.13,0.085220605,363.1530861,79.8875885,9.997499943,4709.387649,12465.30696,0.53315,0.836762321,1.569468857,961.0027719,1508.263922,0.19825,357.3455866,0.497671087,897.0520387,0.699710793,0.015778464,0.039609005,0.022163495,0.000155144,0.017717984,0.035928204
27,injection25,OCTANE,6564,3,0.15,0.096618522,363.1492371,80.10217667,9.997499943,5359.242546,16562.55234,0.5115,0.780772033,1.526436038,921.8413231,1407.131816,0.1766,318.2740521,0.441680799,796.0109726,0.926231745,0.014053424,0.035147946,0.025127774,0.000175894,0.020901379,0.04388995
28,injection26,OCTANE,8213,3,0.2,0.122865089,363.1521095,80.1164856,10.00999975,6873.13756,27683.19498,0.4815,0.722251768,1.500003673,868.8582126,1303.29051,0.1466,264.5371007,0.383160535,691.406391,1.53314221,0.011680571,0.030528879,0.031953771,0.000223676,0.02799044,0.062418246
29,injection27,OCTANE,9738,2,0.25,0.141220107,363.1489586,80.07356262,10,7946.007331,40211.34064,0.473167,0.644705139,1.362531916,852.9847196,1162.218904,0.138267,249.2558404,0.305613905,550.9344298,2.216271477,0.011005926,0.024326585,0.036727398,0.000257092,0.03550891,0.079036448
30,injection28,OCTANE,11229,2,0.3,0.171525044,363.1481575,79.85897064,10,9741.98129,58862.33332,0.4665,0.612473428,1.312911958,841.080539,1104.264697,0.1316,237.2694511,0.273382194,492.8969849,3.213990242,0.010476688,0.021763982,0.044608864,0.000312262,0.045961698,0.100750781
31,injection29,OCTANE,12770,2,0.35,0.202016252,363.1518425,80.30247116,10.01250029,11578.47122,78158.50091,0.471517,0.594448816,1.260715553,850.9539387,1072.810866,0.136617,246.5547886,0.255357582,460.8477318,4.223724669,0.010886574,0.020348633,0.052538774,0.000367771,0.056954247,0.121297496
32,injection30,OCTANE,14432,2,0.4,0.236205803,363.1514458,80.27386093,9.992499828,13670.28763,99486.59286,0.478183,0.578779187,1.210371734,861.2752636,1042.463234,0.143283,258.0729628,0.239687953,431.7119279,5.334947487,0.011395169,0.019062169,0.061430519,0.000430014,0.069616818,0.142479813
33,injection31,OCTANE,16273,2,0.45,0.270497529,363.1484741,80.43123245,10.00500011,15799.45864,118970.457,0.491483,0.570304865,1.160375568,886.2406653,1028.372015,0.156583,282.349994,0.231213631,416.9237235,6.313496717,0.012467219,0.018409349,0.070348838,0.000492442,0.081816606,0.160494267
34,injection32,OCTANE,18336,2,0.5,0.298364357,363.1464447,80.17370987,10.00250006,17549.71045,132581.9683,0.499833,0.562847087,1.126070281,901.2167244,1014.83337,0.164933,297.3800809,0.223755853,403.4397826,6.988431557,0.013130949,0.017814062,0.07759622,0.000543174,0.090679141,0.172517598
35,injection33,OCTANE,20645,2,0.55,0.322904851,363.1481728,80.05925751,9.997499943,19103.66724,142785.6811,0.509833,0.558526239,1.095508214,918.8597374,1006.61839,0.174933,315.2775329,0.219435005,395.4824254,7.486484044,0.013921153,0.017462618,0.083978515,0.00058785,0.097612606,0.181214899
36,injection34,OCTANE,23206,2,0.6,0.349294158,363.1488136,80.00203323,9.997499943,20785.56105,151619.7111,0.519833,0.555209088,1.068052794,936.9187183,1000.678655,0.184933,333.3131781,0.216117854,389.5190626,7.9035218,0.014717495,0.017199274,0.090841636,0.000635891,0.103750357,0.188387646
37,injection35,HEPTANE,175,5,0.0075,0.005827664,363.155928,78.21372223,9.997499943,376.5416423,1251.211813,0.536483,0.638515344,1.19018747,968.0625838,1152.175957,0.201583,363.7486366,0.299424111,540.2990928,0.066044044,0.016061063,0.023856522,0.00166638,1.17E-05,0.001060738,0.001575581
38,injection36,HEPTANE,233,5,0.01,0.007494858,363.1522163,79.75882339,9.987500191,484.2896769,1664.032034,0.5315,0.629751002,1.184856072,957.1475779,1134.08212,0.1966,354.0455575,0.290659768,523.4323488,0.087917606,0.01563279,0.02311202,0.002143103,1.50E-05,0.001402682,0.002081123
39,injection37,HEPTANE,461,5,0.02,0.012781367,363.1523613,79.37254333,9.989999771,826.0235992,3114.549265,0.514817,0.611575094,1.18794658,927.5675493,1101.900698,0.179917,324.1640637,0.27248386,490.9456888,0.164485386,0.014313374,0.021677571,0.003654743,2.56E-05,0.002498626,0.003740927
40,injection38,HEPTANE,685,4,0.03,0.020080372,363.1507324,79.67298508,9.997499943,1298.037519,5392.294754,0.493167,0.606628581,1.230067261,889.0506786,1093.592133,0.158267,285.3138668,0.267537347,482.2996268,0.284498178,0.012598011,0.021295902,0.005741843,4.02E-05,0.004010548,0.006296708
41,injection39,HEPTANE,1121,3,0.05,0.033352595,363.1523537,79.58715057,9.997499943,2156.872917,10856.07115,0.458167,0.555725169,1.212931461,826.0042689,1001.886565,0.123267,222.2313441,0.216633935,390.5574935,0.572531119,0.009812564,0.017244958,0.009536943,6.68E-05,0.00683689,0.011263824
42,injection40,HEPTANE,1539,2,0.07,0.045001805,363.1507477,79.64437485,9.997499943,2911.24803,16991.11528,0.434733,0.527812786,1.214107938,783.7240032,951.5255335,0.099833,179.9760276,0.188721552,340.2217235,0.895764737,0.007946827,0.015022463,0.012867954,9.01E-05,0.009405571,0.016119589
43,injection41,HEPTANE,1942,2,0.09,0.062388569,363.1479362,79.73020935,9.992499828,4038.119092,28639.58797,0.41485,0.503568922,1.213857832,747.4583084,907.3081219,0.07995,144.0503598,0.164477688,296.3485942,1.509841205,0.006360581,0.01308535,0.017839578,0.000124877,0.013311455,0.024154994
44,injection42,HEPTANE,2138,2,0.1,0.066027273,363.145266,79.63006973,9.992499828,4274.090122,31354.87111,0.411533,0.498298744,1.210835446,741.524314,897.8639234,0.076633,138.0818373,0.15920751,286.8694356,1.652811466,0.006097084,0.012666888,0.01888004,0.00013216,0.014183156,0.025965982
45,injection43,HEPTANE,2703,2,0.13,0.093357135,363.1501183,79.45838928,9.994999886,6047.913195,55728.42125,0.398117,0.475445574,1.194235801,717.6190844,857.0064019,0.063217,113.9507372,0.13635434,245.7832168,2.934598355,0.005031494,0.010852557,0.026694824,0.000186864,0.02063246,0.039876647
46,injection44,HEPTANE,3062,2,0.15,0.104855677,363.151255,79.63006592,9.994999886,6794.963282,67127.35563,0.393133,0.468562921,1.191868708,708.5590308,844.5093364,0.058233,104.9556207,0.129471687,233.3519011,3.533737937,0.0046343,0.01030362,0.029982752,0.000209879,0.023409053,0.046049954
47,injection45,HEPTANE,3904,2,0.2,0.152457585,363.1513771,79.68729782,10.01499987,9891.914443,119945.8673,0.384867,0.447825919,1.163586172,695.0234923,808.7197247,0.049967,90.23438965,0.108734685,196.361758,6.293841263,0.003984285,0.008670323,0.043594188,0.000305159,0.034406092,0.06998094
48,injection46,HEPTANE,4673,1,0.25,0.184480922,363.1550087,79.50130844,9.989999771,11978.83582,161415.7326,0.38155,0.429175547,1.124821247,687.4026913,773.2051527,0.04665,84.04491037,0.090084313,162.2964206,8.484572968,0.003710953,0.007166101,0.052751038,0.000369257,0.042535793,0.085679945
49,injection47,HEPTANE,5378,1,0.3,0.229795021,363.1514915,78.77167511,9.992499828,14935.96358,216224.3604,0.38155,0.421294182,1.104165068,687.8916793,759.5459629,0.04665,84.10469621,0.082202948,148.2026572,11.35143061,0.003713628,0.006543863,0.06570829,0.000459958,0.053182238,0.104440269
50,injection48,HEPTANE,6028,1,0.35,0.261883978,363.151606,79.02919769,9.997499943,17032.44692,255123.1535,0.37985,0.417139222,1.098168283,685.0558709,752.3066297,0.04495,81.0668985,0.078047989,140.7588068,13.37836708,0.003579494,0.006215179,0.074883904,0.000524187,0.060437644,0.117038042
51,injection49,HEPTANE,6633,1,0.4,0.298102935,363.1470016,78.77168274,10.00250006,19400.66195,297848.2262,0.3832,0.414499046,1.081678095,691.5492907,748.0337195,0.0483,87.16552907,0.075407812,136.0861667,15.60087356,0.003848827,0.006008936,0.085240463,0.000596683,0.068991686,0.13039294
52,injection50,HEPTANE,7199,1,0.45,0.34016899,363.146273,78.01343155,9.997499943,22153.08618,344918.9865,0.383217,0.412112136,1.075401499,691.5710514,743.7165452,0.048317,87.19508396,0.073020902,131.7768841,18.06337642,0.003850139,0.005818669,0.09726896,0.000680883,0.078472665,0.14472143
53,injection51,HEPTANE,7736,1,0.5,0.371534458,363.1518425,78.48554611,9.997499943,24206.23185,379232.7619,0.3882,0.411187255,1.05921498,700.3610147,741.8328779,0.0533,96.1598199,0.072096021,130.0701767,19.85176416,0.004245916,0.005743221,0.106237697,0.000743664,0.08606601,0.154992536
54,injection52,HEPTANE,8249,1,0.55,0.411777278,363.1487602,78.58568954,9.992499828,26840.98161,417407.5837,0.39155,0.410721801,1.048963865,705.9999327,740.5684183,0.05665,102.1450548,0.071630568,129.156368,21.85057793,0.004510231,0.00570292,0.117744852,0.000824214,0.095081122,0.166391611
55,injection53,HEPTANE,8746,1,0.6,0.441096725,363.1476578,77.94189453,9.989999771,28760.55058,441980.0059,0.394883,0.410198085,1.038783855,712.1250186,739.7439717,0.059983,108.1722814,0.071106851,128.2328375,23.1359076,0.004776379,0.005662159,0.126128545,0.0008829,0.101220344,0.173669352
56,injection54,HEXANE,67,3,0.0075,0.008114757,363.1478828,77.9848175,9.985000134,518.0956613,4816.347482,0.379867,0.400829737,1.055184412,684.6840532,722.4679402,0.044967,81.04991437,0.061738503,111.2793916,0.286612717,0.003578781,0.004913571,0.00258168,1.81E-05,0.001025724,0.001408292
57,injection55,HEXANE,90,3,0.01,0.009813468,363.1476349,79.31532288,10.00250006,626.499486,5923.616091,0.379867,0.397678324,1.046888317,685.2952031,717.4275417,0.044967,81.12225962,0.05858709,105.6934454,0.351917034,0.003581978,0.004666926,0.003122119,2.19E-05,0.001259643,0.001713062
58,injection56,HEXANE,177,3,0.02,0.016456429,363.1529373,79.21517181,10.01749992,1050.249271,10549.78858,0.37655,0.397507341,1.055656196,680.383783,718.2513564,0.04165,75.25689699,0.058416107,105.5513791,0.626019387,0.003322942,0.004660585,0.005235553,3.66E-05,0.002170469,0.00299054
59,injection57,HEXANE,263,3,0.03,0.022374248,363.1532425,79.40116501,10.00750017,1427.511346,15200.36081,0.3749,0.399932133,1.066770159,676.6456172,721.8253527,0.04,72.19478445,0.060840899,109.8098893,0.903144677,0.003187733,0.004848613,0.007118285,4.98E-05,0.00305387,0.004334213
60,injection58,HEXANE,430,2,0.05,0.035485785,363.1479057,79.40116119,9.984999657,2262.602238,27765.69422,0.37155,0.39241627,1.05616006,669.0817209,706.6573903,0.03665,65.99877559,0.053325036,96.02693336,1.654500254,0.002914193,0.004240095,0.011289673,7.90E-05,0.005243466,0.007520032
61,injection59,HEXANE,591,2,0.07,0.049811667,363.1547874,79.37254715,9.992499828,3173.829449,43962.79011,0.368217,0.390596071,1.060776855,663.6025924,703.9342709,0.033317,60.04407067,0.051504837,92.82228575,2.619502042,0.002651212,0.004098515,0.0158474,0.000110932,0.00780189,0.011475106
62,injection60,HEXANE,745,1,0.09,0.068894505,363.1533875,79.54421997,10,4385.696005,68824.02074,0.3632,0.383470924,1.055812015,654.9771893,691.5327858,0.0283,51.03484157,0.04437969,80.03217107,4.101533391,0.002253423,0.003533788,0.021918535,0.00015343,0.011141533,0.016712291
63,injection61,HEXANE,819,1,0.1,0.071837903,363.1523727,78.71445084,9.989999771,4572.422894,72607.99793,0.363217,0.383345846,1.055418237,654.7012615,690.9836513,0.028317,51.04159668,0.044254612,79.76925721,4.331979484,0.002253727,0.003522189,0.022854967,0.000159985,0.011660896,0.017523966
64,injection62,HEXANE,1035,1,0.13,0.096501968,363.1530823,78.72875977,9.994999886,6135.063039,107259.4703,0.358217,0.379454208,1.059285873,646.0072003,684.3063015,0.023317,42.04979074,0.040362974,72.7904364,6.403687731,0.001856693,0.003214035,0.030701749,0.000214912,0.015507422,0.024182509
65,injection63,HEXANE,1172,1,0.15,0.114151744,363.1532578,78.1994133,9.992499828,7251.096833,132091.0983,0.35655,0.37680163,1.056798851,643.0599545,679.5850211,0.02165,39.04711265,0.037710397,68.01303011,7.894750291,0.00172411,0.003003089,0.03631696,0.000254219,0.018078179,0.028660303
66,injection64,HEXANE,1493,1,0.2,0.158759867,363.1511635,78.74306107,10,10063.73842,198653.0401,0.353217,0.373459174,1.057308041,637.2996347,673.8220284,0.018317,33.04885498,0.034367941,62.00912175,11.88876528,0.001459268,0.002738005,0.050508872,0.000353562,0.023906516,0.039595934
67,injection65,HEXANE,1787,1,0.25,0.204596577,363.1505722,78.55708313,9.994999886,12942.15671,267585.1801,0.351533,0.37063225,1.054331316,634.0191221,668.4662151,0.016633,29.99900452,0.031541017,56.88685727,16.05576945,0.001324604,0.002511836,0.065091654,0.000455642,0.029426148,0.050062765
68,injection66,HEXANE,2057,1,0.3,0.250070602,363.1558632,78.28525162,9.992499828,15786.45304,338003.9325,0.349883,0.368389234,1.052892635,631.0051934,664.3807207,0.014983,27.02146378,0.029298,52.83820626,20.3275872,0.001193114,0.002333034,0.079559049,0.000556913,0.034522912,0.06002906
69,injection67,HEXANE,2306,1,0.35,0.29299145,363.1517471,78.48554611,10.00750017,18461.00186,402895.9951,0.349883,0.366683102,1.048016342,631.8636265,662.2034068,0.014983,27.05822436,0.027591868,49.82893665,24.23969641,0.00119475,0.002200187,0.09321416,0.000652499,0.039196906,0.06863643
70,injection68,HEXANE,2539,1,0.4,0.328067849,363.1530632,78.67152786,9.994999886,20639.69,456826.9365,0.348217,0.364472362,1.046681701,627.9963869,657.3123262,0.013317,24.01671338,0.025381128,45.77391865,27.5606568,0.001060449,0.002021131,0.104373588,0.000730615,0.042718616,0.075348526
71,injection69,HEXANE,2757,1,0.45,0.366075541,363.1504654,78.45693207,9.989999771,22993.48347,514028.7957,0.348267,0.363754356,1.044469776,627.8547644,655.7753252,0.013367,24.09798986,0.024663122,44.46260615,31.07764225,0.001064046,0.001963244,0.116465597,0.000815259,0.046460849,0.082253227
72,injection70,HEXANE,2964,1,0.5,0.407381052,363.1504654,78.471241,9.997499943,25543.50796,575330.2811,0.34655,0.363657387,1.049364846,625.2226401,656.0866595,0.01165,21.01816118,0.024566154,44.32063306,34.81819543,0.000928056,0.001956975,0.129606794,0.000907248,0.049932292,0.089573398
73,injection71,HEXANE,3160,1,0.55,0.440559888,363.1544899,78.52846527,10.00750017,27585.94561,624141.2619,0.3465,0.361521117,1.043350987,625.7415732,652.8680883,0.0116,20.94834704,0.022429883,40.50594645,37.78631294,0.000924963,0.001788518,0.14016252,0.000981138,0.052677691,0.094881931
74,injection72,HEXANE,3349,1,0.6,0.478607891,363.1508965,78.62861252,9.994999886,29921.83814,679945.8407,0.344883,0.362062022,1.049811159,621.9971484,652.979547,0.009983,18.00435954,0.022970788,41.42785988,41.28033993,0.000794981,0.001829243,0.152267353,0.001065871,0.055455375,0.101273356
75,injection73,DICHLOROMETHANE,51,2,0.0075,0.00107319,363.1511063,77.9132843,9.997499943,58.53034129,803.4753108,0.351567,0.367973438,1.046666603,634.503441,664.1135611,0.016667,30.0803797,0.028882204,52.12621672,0.117510902,0.001328195,0.002301627,0.000717703,5.02E-06,0.000156077,0.000270466
76,injection74,DICHLOROMETHANE,68,2,0.01,0.001284911,363.1516632,79.34394073,9.985000134,70.05941093,909.6269582,0.35155,0.390223536,1.110008636,633.0959598,702.7419828,0.01665,29.98449077,0.051132302,92.08264514,0.133236471,0.001323959,0.004065892,0.000859293,6.02E-06,0.000176897,0.000334405
77,injection75,DICHLOROMETHANE,135,2,0.02,0.001632022,363.150145,79.40116119,9.997499943,88.94833222,1362.303405,0.3499,0.309499172,0.884536074,630.8874323,558.0426923,0.015,27.04576017,-0.029592062,-53.35598687,0.199375542,0.001194205,-0.002355933,0.001091425,7.64E-06,0.000255881,0.000178585
78,injection76,DICHLOROMETHANE,201,2,0.03,0.002168786,363.1501068,79.50130463,10.00500011,118.1267036,1728.031438,0.3499,0.382123642,1.092093862,631.3198888,689.4605752,0.015,27.06429932,0.043032408,77.64279862,0.252874151,0.001195024,0.003428318,0.00145039,1.02E-05,0.000319813,0.000361996
79,injection77,DICHLOROMETHANE,328,2,0.05,0.003004934,363.1493858,79.30101013,10,163.5047425,2447.813301,0.348233,0.381710316,1.096134819,628.0780114,688.4581772,0.013333,24.04758919,0.042619083,76.8683858,0.358743664,0.001061823,0.00339413,0.00200957,1.41E-05,0.000432228,0.000721331
80,injection78,DICHLOROMETHANE,451,2,0.07,0.003525336,363.1574043,79.22948074,9.992499828,191.7012746,3095.890958,0.34985,0.369257406,1.055473506,630.5642084,665.5438156,0.01495,26.94564789,0.030166172,54.37104027,0.454347713,0.001189761,0.002400705,0.002357592,1.65E-05,0.000545974,0.000950848
81,injection79,DICHLOROMETHANE,569,1,0.09,0.003966558,363.1538147,79.21517944,9.997499943,215.5802166,3568.701301,0.349867,0.361912191,1.034427914,630.9099729,652.6308875,0.014967,26.98976915,0.022820957,41.15269386,0.523751168,0.001191721,0.001817079,0.002652662,1.86E-05,0.000628683,0.001076959
82,injection80,DICHLOROMETHANE,626,1,0.1,0.004137755,363.1485237,78.55707169,10,224.8386489,3786.925358,0.349883,0.360644893,1.030758548,631.3553392,650.7749129,0.014983,27.03645804,0.021553659,38.89305251,0.555753089,0.0011938,0.00171733,0.002767151,1.94E-05,0.000666887,0.001131917
83,injection81,DICHLOROMETHANE,792,1,0.13,0.004875209,363.1509499,78.49984741,9.992499828,264.677356,4574.991961,0.351533,0.364724716,1.037526254,633.8845957,657.6719098,0.016633,29.99263933,0.025633483,46.22231706,0.672502515,0.001324322,0.002040942,0.003260328,2.28E-05,0.000821501,0.001370196
84,injection82,DICHLOROMETHANE,897,1,0.15,0.005309782,363.1503777,78.65721893,9.992499828,288.1211744,5019.305416,0.348167,0.365403095,1.049505252,627.7503066,658.8272437,0.013267,23.92059936,0.026311861,47.44067918,0.738197038,0.001056213,0.002094741,0.003550952,2.49E-05,0.000890889,0.001507809
85,injection83,DICHLOROMETHANE,1144,1,0.2,0.006074177,363.1524109,77.89897156,9.994999886,329.2991303,5886.132965,0.35155,0.366520628,1.042584634,634.3222342,661.3346146,0.01665,30.04256919,0.027429394,49.49246117,0.866254287,0.001326521,0.002185326,0.004062146,2.84E-05,0.001060759,0.001787656
86,injection84,DICHLOROMETHANE,1370,1,0.25,0.007049134,363.1502708,78.58568954,10,381.7120848,6955.208662,0.349867,0.364743135,1.0425194,631.317851,658.1611073,0.014967,27.00721782,0.025651901,46.28759804,1.024262553,0.001192503,0.002043828,0.004714155,3.30E-05,0.001249185,0.002110597
87,injection85,DICHLOROMETHANE,1575,1,0.3,0.007498714,363.1514076,78.55707932,10.00250006,405.8405762,7492.200623,0.348217,0.364503046,1.046769818,628.5111618,657.9065146,0.013317,24.03640012,0.025411812,45.86682287,1.103655358,0.001061323,0.002025242,0.005014815,3.51E-05,0.001333446,0.002271387
88,injection86,DICHLOROMETHANE,1762,1,0.35,0.008163578,363.1614098,78.61430359,10.00500011,441.4762602,8210.72856,0.348217,0.364531216,1.046850717,628.6623639,658.1156465,0.013317,24.0421826,0.025439982,45.92871523,1.210149693,0.001061549,0.002027919,0.005459447,3.82E-05,0.001446495,0.002487349
89,injection87,DICHLOROMETHANE,1933,1,0.4,0.00844019,363.1521553,78.54276657,9.994999886,456.2858456,8561.695218,0.348217,0.364272599,1.046108026,628.0469768,657.0049834,0.013317,24.01864811,0.025181365,45.41731169,1.263553156,0.001060537,0.00200539,0.005644433,3.95E-05,0.001503131,0.002594444
90,injection88,DICHLOROMETHANE,2087,1,0.45,0.008676639,363.1530479,78.32817841,9.960000038,468.9374946,8859.973521,0.348233,0.365446612,1.049431306,625.9646585,656.9069093,0.013333,23.96667402,0.026355378,47.37499122,1.312535236,0.00105824,0.002091826,0.00580256,4.06E-05,0.001554966,0.002696906
91,injection89,DICHLOROMETHANE,2227,1,0.5,0.009035593,363.1547417,78.14218903,9.994999886,488.1305618,9218.489469,0.34655,0.364489502,1.051765986,625.2063477,657.5707707,0.01165,21.01761348,0.025398269,45.82068598,1.361441293,0.000928021,0.002023186,0.006042612,4.23E-05,0.001600352,0.002795852
92,injection90,DICHLOROMETHANE,2354,1,0.55,0.009008194,363.1589798,78.4855423,9.994999886,486.6661549,9217.031956,0.3482,0.365081926,1.048483418,628.0512997,658.5013736,0.0133,23.98932305,0.025990692,46.87963282,1.361182024,0.001059223,0.002069919,0.00602429,4.22E-05,0.001441795,0.002817537
93,injection91,DICHLOROMETHANE,2469,1,0.6,0.009252626,363.1562675,78.59999466,10.00250006,499.7273845,9484.07464,0.348217,0.365976431,1.051001047,628.5021747,660.5564433,0.013317,24.03605642,0.026885198,48.52550316,1.399972652,0.001061294,0.002142607,0.006187755,4.33E-05,0.001482963,0.00290065
94,injection92,ETHYL ACETATE,159,8,0.0075,0.006617218,363.1549553,77.55561829,10,256.8857424,457.1995336,0.613133,1.03009962,1.680059008,1107.118176,1860.023864,0.278233,502.3980301,0.691008386,1247.735717,0.069725986,0.022183087,0.055093031,0.003285456,2.30E-05,0.001546738,0.003841416
95,injection93,ETHYL ACETATE,212,8,0.01,0.008427256,363.1528,78.98627472,10,327.2082356,683.5548719,0.569817,0.910675297,1.598189062,1027.948374,1642.855848,0.234917,423.7896522,0.571584063,1031.136151,0.104229047,0.018712292,0.045529476,0.004184142,2.93E-05,0.002192369,0.005412322
96,injection94,ETHYL ACETATE,419,7,0.02,0.016080297,363.1553596,78.72875595,10,624.8015,2015.471835,0.4815,0.792277159,1.645435428,868.7751473,1429.513407,0.1466,264.5118102,0.453185925,817.6877855,0.307101676,0.011679349,0.03610448,0.007983886,5.59E-05,0.004561789,0.012736933
97,injection95,ETHYL ACETATE,622,6,0.03,0.023741218,363.1580376,78.58568192,9.994999886,923.123642,3943.99903,0.43985,0.728809564,1.656950242,793.3078807,1314.471685,0.10495,189.2864888,0.38971833,702.8910364,0.600828569,0.008357762,0.031035474,0.011787542,8.25E-05,0.007016689,0.021852886
98,injection96,ETHYL ACETATE,1016,5,0.05,0.035616716,363.1490768,78.97196579,9.994999886,1386.394483,8209.002441,0.411517,0.620022743,1.506675891,742.0036334,1117.958986,0.076617,138.1476157,0.280931509,506.5457814,1.2491888,0.006099925,0.022366591,0.017683739,0.000123786,0.010971637,0.036354494
99,injection97,ETHYL ACETATE,1394,4,0.07,0.051284361,363.1513542,78.82890701,9.989999771,1999.129059,15305.95469,0.393183,0.563497195,1.433167749,708.6608868,1015.629928,0.058283,105.0474778,0.224405961,404.4623687,2.326979192,0.004638355,0.017858973,0.025462743,0.000178239,0.015970812,0.055602724
100,injection98,ETHYL ACETATE,1757,3,0.09,0.064185986,363.1604027,79.15795135,9.997499943,2504.981796,22483.53363,0.383117,0.51837971,1.35305849,690.9072372,934.8379034,0.048217,86.95378763,0.179288476,323.3260479,3.411632509,0.003839335,0.014276056,0.031868414,0.000223079,0.02013516,0.071087296
101,injection99,ETHYL ACETATE,1933,2,0.1,0.073391095,363.1546883,79.02919006,9.997499943,2866.605882,28895.6292,0.3782,0.481514387,1.273173947,682.0859041,868.4140025,0.0433,78.09180234,0.142423153,256.8609861,4.380962819,0.0034481,0.011341553,0.036438761,0.000255071,0.023477508,0.082081007
102,injection100,ETHYL ACETATE,2439,2,0.13,0.095585267,363.1547951,79.215168,9.982499599,3740.894022,44250.50169,0.373217,0.460997298,1.235199087,672.0087002,830.0645328,0.038317,68.99299165,0.121906064,219.5021541,6.70575824,0.003046346,0.009691992,0.047458192,0.000332207,0.030559639,0.104612905
103,injection101,ETHYL ACETATE,2760,1,0.15,0.105448593,363.1570343,79.11502457,10,4130.506349,56151.23675,0.368267,0.420931488,1.143006263,664.3052848,759.3051012,0.033367,60.18968422,0.081840254,147.6290654,8.486923029,0.002657625,0.006518437,0.052355345,0.000366487,0.035293306,0.116223315
104,injection102,ETHYL ACETATE,3506,1,0.2,0.139236952,363.1624435,78.29956055,10.00250006,5470.067143,84349.94106,0.361533,0.40884456,1.130863738,652.6739972,738.0853562,0.026633,48.08044236,0.069753326,125.9253845,12.70841862,0.00212292,0.005560046,0.069131303,0.000483919,0.044255202,0.139695025
105,injection103,ETHYL ACETATE,4180,1,0.25,0.190967173,363.1581902,78.5427742,10.00250006,7535.105518,129817.0032,0.358217,0.399094063,1.114112572,646.5786143,720.3613629,0.023317,42.08698512,0.060002829,108.3045925,19.47358176,0.001858309,0.004782083,0.094815415,0.000663708,0.056826968,0.172046593
