SEA Analysis Data Result,,,,,,,,,,,,,,,,,,,,,,,,,,,
File:,20 11 2015 15-55-34.accdb,,,,,,,,,,,,,,,,,,,,,,,,,,
Method:,90C,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample:,5000 rpm energy with dummy area,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Mass (mg):,7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,
n/nm,Solvent Name,Unit,En. (Stz Max),En. (Stz Com),En. (Pol Max),En. (Pol Com),Interpolated Retention Volume (Max),Interpolated Retention Volume (Com),Column Temperature [Kelvin],,,,,,,,,,,,,,,,,,
106,injection104,ETHYL ACETATE,4790,1,0.3,0.224753896,363.1534599,78.67153168,9.977499962,8892.67725,160123.505,0.354883,0.392901597,1.107129948,638.8983785,707.3435287,0.019983,35.97553644,0.053810364,96.87517866,24.01383331,0.001588485,0.004277484,0.111590561,0.000781134,0.06403909,0.191467446
107,injection105,ETHYL ACETATE,5346,1,0.35,0.275572894,363.1490616,78.54277039,10.00250006,10946.97629,206254.1973,0.35655,0.389045546,1.091138818,643.553518,702.206225,0.02165,39.07708222,0.049954312,90.16483816,30.73194112,0.001725453,0.00398124,0.13682225,0.000957756,0.075630872,0.218213843
108,injection106,ETHYL ACETATE,5855,1,0.4,0.320205144,363.1544899,78.65722656,9.994999886,12762.64578,246629.0398,0.3549,0.38489918,1.084528544,640.0573471,694.1604627,0.02,36.06972934,0.045807946,82.61401135,36.65240253,0.00159264,0.003647777,0.158982213,0.001112875,0.085060033,0.239810368
109,injection107,ETHYL ACETATE,6325,1,0.45,0.35486078,363.159243,78.59999847,10,14179.31211,276413.6134,0.354883,0.383106405,1.079528761,640.3788879,691.3074273,0.019983,36.058902,0.044015171,79.42444831,40.95582795,0.001592141,0.003506898,0.176188775,0.001233321,0.091911692,0.254902042
110,injection108,ETHYL ACETATE,6763,1,0.5,0.375284696,363.1569618,78.64291382,9.989999771,15016.83526,292893.9555,0.354883,0.381728786,1.075646863,639.7167673,688.1093337,0.019983,36.02161885,0.042637552,76.85901198,43.3791271,0.001590504,0.003393645,0.186329272,0.001304305,0.09576596,0.26312586
111,injection109,ETHYL ACETATE,7177,1,0.55,0.422917316,363.1574997,78.1994133,10,16977.11915,332516.2336,0.35655,0.381590323,1.070229485,643.5501396,688.7463347,0.02165,39.07687708,0.042499089,76.70816081,49.04082452,0.001725404,0.00338698,0.209978921,0.001469852,0.105534677,0.282301914
112,injection110,ETHYL ACETATE,7573,1,0.6,0.441266764,363.1572289,78.28525543,9.994999886,17734.7157,346556.7941,0.35655,0.379972525,1.065692119,643.192259,685.4449215,0.02165,39.05514628,0.040881291,73.74710434,51.07660836,0.001724446,0.003256239,0.219089443,0.001533626,0.109045276,0.288930914
113,injection111,"1,4-DIOXANE",304,10,0.0075,0.006320116,363.153231,78.41401291,9.989999771,151.8353981,145.9514219,0.85305,1.619846766,1.898888419,1537.930421,2920.358266,0.51815,934.1523331,1.280755532,2309.023966,0.037838386,0.041247139,0.101954069,0.00329784,2.31E-05,0.001560725,0.003857777
114,injection112,"1,4-DIOXANE",403,10,0.01,0.008326258,363.1511864,79.30102158,9.994999886,200.0644386,240.2592969,0.771417,1.270777678,1.647329107,1390.649916,2290.858085,0.436517,786.9185271,0.931686444,1679.571069,0.062246525,0.034746282,0.074161235,0.004344646,3.04E-05,0.002408817,0.005667915
115,injection113,"1,4-DIOXANE",792,8,0.02,0.018191022,363.157637,79.38684845,10.00500011,437.454898,818.5051059,0.601467,1.156319556,1.922498751,1085.321469,2086.529168,0.266567,481.0087469,0.817228323,1474.653544,0.21167318,0.021238499,0.065111973,0.009492085,6.64E-05,0.005582415,0.015397379
116,injection114,"1,4-DIOXANE",1167,7,0.03,0.026396738,363.1511253,79.37254715,9.997499943,635.2214612,1581.647811,0.52815,0.954646019,1.8075282,952.3013589,1721.311561,0.19325,348.446914,0.615554785,1109.899949,0.409054533,0.015385629,0.049007492,0.013773832,9.64E-05,0.008619251,0.025070544
117,injection115,"1,4-DIOXANE",1880,6,0.05,0.039113698,363.1501717,79.73020935,10,942.2607899,3146.661564,0.483183,0.850886895,1.761003378,871.2364747,1534.250375,0.148283,267.3719029,0.511795661,922.8285098,0.812728578,0.011805803,0.040747483,0.020409549,0.000142867,0.013384948,0.041519246
118,injection116,"1,4-DIOXANE",2545,5,0.07,0.058554815,363.1506218,79.60145187,9.997499943,1412.959785,6591.820492,0.446517,0.686514108,1.537487057,804.9898571,1237.661487,0.111617,201.2253797,0.347422875,626.3409683,1.700139307,0.008885093,0.027656044,0.030553934,0.000213878,0.021269675,0.066061516
119,injection117,"1,4-DIOXANE",3169,4,0.09,0.074450436,363.1531509,79.87327957,9.994999886,1799.023115,9903.143494,0.431467,0.626312938,1.451589434,777.5320138,1128.657256,0.096567,174.0201081,0.287221705,517.5924702,2.551282266,0.007683793,0.022854102,0.038848278,0.000271938,0.027809682,0.085513625
120,injection118,"1,4-DIOXANE",3467,3,0.1,0.078803366,363.1521057,80.00203323,9.997499943,1904.937486,11010.94362,0.428167,0.602976595,1.40827433,771.7119027,1086.782063,0.093267,168.1008906,0.263885361,475.6169304,2.834881428,0.007422453,0.021000749,0.041119639,0.000287837,0.029914683,0.091469419
121,injection119,"1,4-DIOXANE",4309,2,0.13,0.099626993,363.1539749,80.21663666,9.982500076,2412.784122,16696.31941,0.416517,0.542527275,1.30253333,749.4881899,976.2333478,0.081617,146.8630994,0.203436041,366.0664757,4.297122243,0.006484671,0.016163492,0.051985419,0.000363898,0.039396833,0.115104337
122,injection120,"1,4-DIOXANE",4833,1,0.15,0.103158432,363.150576,80.08787537,10,2499.103794,20727.75715,0.411533,0.480408729,1.167363807,741.8727101,866.035351,0.076633,138.1467134,0.141317496,254.7537948,5.323662076,0.00609986,0.011248639,0.053828125,0.000376797,0.045658582,0.126651513
123,injection121,"1,4-DIOXANE",6041,1,0.2,0.136038181,363.1500801,79.08641815,9.997499943,3305.58127,31026.92022,0.404817,0.465442079,1.149759222,730.0536084,839.385869,0.069917,126.089463,0.126350845,227.8631838,7.946904042,0.00556748,0.010061299,0.070984796,0.000496894,0.06026343,0.153044734
124,injection122,"1,4-DIOXANE",7149,1,0.25,0.169217191,363.1512093,79.35823822,9.989999771,4124.68837,42141.81375,0.399867,0.456785243,1.142342937,720.4616364,823.0142619,0.064967,117.0544985,0.117694009,212.055555,10.76809349,0.005168525,0.009363284,0.088297622,0.000618083,0.074844819,0.179460332
125,injection123,"1,4-DIOXANE",8205,1,0.3,0.201506067,363.1507553,79.41546631,9.994999886,4927.176272,53255.84256,0.399867,0.44997285,1.12530629,720.7947332,811.1148468,0.064967,117.1086172,0.110881616,199.8736706,13.55851814,0.005170921,0.008825406,0.105145975,0.000736022,0.089273886,0.204086962
126,injection124,"1,4-DIOXANE",9255,1,0.35,0.234398858,363.1526817,78.58568954,9.997499943,5750.378216,64607.77686,0.3982,0.444520222,1.116324013,718.3575121,801.9197407,0.0633,114.1939491,0.105428988,190.1951422,16.39042446,0.005042198,0.008398006,0.122309451,0.000856166,0.103552918,0.227869329
127,injection125,"1,4-DIOXANE",10335,1,0.4,0.270008694,363.1512321,78.24233627,10.00250006,6648.405739,76789.09747,0.403217,0.442009792,1.096208224,727.9303449,797.9632309,0.068317,123.3331367,0.102918558,185.7995602,19.39942984,0.005445757,0.008203954,0.140890683,0.000986235,0.119939231,0.25255507
128,injection126,"1,4-DIOXANE",11479,1,0.45,0.307999513,363.1520332,78.22803116,9.992499828,7614.735322,88942.88895,0.40645,0.438992881,1.080066137,733.0416827,791.7334984,0.07155,129.0420283,0.099901647,180.1748598,22.40113541,0.00569782,0.007955578,0.160714312,0.001125,0.13704241,0.276435373
129,injection127,"1,4-DIOXANE",12713,1,0.5,0.349239007,363.1558403,78.01342773,9.997499943,8673.92879,100771.4205,0.409867,0.437095907,1.066433519,739.6843577,788.8241927,0.074967,135.2924662,0.098004673,176.8684083,25.25169847,0.005973744,0.007809501,0.182233103,0.001275632,0.154070944,0.298696848
130,injection128,"1,4-DIOXANE",14061,1,0.55,0.391682858,363.1504654,77.9132843,9.992499828,9775.898055,111555.7391,0.419867,0.436327194,1.039203351,757.3900465,787.0822746,0.084967,153.2703453,0.09723596,175.4020869,27.83129414,0.006767645,0.007744871,0.204380327,0.001430662,0.171528732,0.318675483
131,injection129,"1,4-DIOXANE",15538,1,0.6,0.427659361,363.1546234,77.4840889,9.987500191,10719.97139,118872.1113,0.42485,0.435511052,1.025093684,766.2162519,785.4434405,0.08995,162.2246719,0.096419818,173.8929774,29.54372582,0.007162941,0.007678148,0.223152886,0.00156207,0.183794778,0.331823788
132,methaneInjection3,Methane,3000,3,n/a,0,363.1487831,77.6271553,9.997499943,10823.10078,262041.3866,0.333233333,0.337903928,1.014015988,601.5222693,609.9531982,0,0,0,0,0,0,0,0,0,0,0
133,methaneInjection4,Methane,3000,3,n/a,0,363.1504082,79.08642197,10,10863.45863,262515.5352,0.3349,0.337892458,1.008935377,604.1157219,609.5137234,0,0,0,0,0,0,0,0,0,0,0
